"Localidade (Cod)","Localidade","Função (Cod/Desc)","Subfunção (Cod/Desc)","Despesa Executada (Favorecido)","Despesa Executada (Subelemento)"
"2708402","SÃO JOSÉ DA TAPERA","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"2604700","CORRENTES","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"4316907","SANTA MARIA - RS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1503457","IPIXUNA DO PARÁ","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3300902","CAMBUCI","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3114550","CARNEIRINHO","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3146701","PALMA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3128402","GUARANI","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2802908","ITABAIANA - SE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2605103","CUSTÓDIA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2304509","FRECHEIRINHA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4105904","COLORADO - PR","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2309904","PACUJÁ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2100000","MARANHÃO (ESTADO)","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","633705047,07","633705047,07"
"9000000","NACIONAL","10 - SAÚDE","364 - ENSINO SUPERIOR","137396972,34","137396972,34"
"4300802","ANTÔNIO PRADO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","100000","100000"
"9000000","NACIONAL","10 - SAÚDE","243 - ASSISTÊNCIA À CRIANÇA E AO ADOLESCENTE","11347596,78","11347596,78"
"9000000","NACIONAL","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","770660456,4","770660456,4"
"3300100","ANGRA DOS REIS","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","250000","250000"
"9200000","REGIÃO NORDESTE","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"4300000","RIO GRANDE DO SUL (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","33422942,81","33422942,81"
"3548500","SANTOS","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3304904","SÃO GONÇALO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","1207640","1207640"
"2800308","ARACAJU","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"3300000","RIO DE JANEIRO (ESTADO)","10 - SAÚDE","122 - ADMINISTRAÇÃO GERAL","478724310,18","478724310,18"
"1200203","CRUZEIRO DO SUL - AC","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4106902","CURITIBA","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","1690000","1690000"
"2900000","BAHIA (ESTADO)","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"4125506","SÃO JOSÉ DOS PINHAIS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","350000","350000"
"1700000","TOCANTINS (ESTADO)","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","8100138,94","8100138,94"
"3504800","BÁLSAMO","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","100000","100000"
"2309706","PACATUBA - CE","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","500000","500000"
"2700000","ALAGOAS (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","14891341,18","14891341,18"
"2100000","MARANHÃO (ESTADO)","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","54488487","54488487"
"2400000","RIO GRANDE DO NORTE (ESTADO)","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","43440768","43440768"
"1100000","RONDÔNIA (ESTADO)","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1200000","ACRE (ESTADO)","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","26943770","26943770"
"4124103","SANTO ANTÔNIO DA PLATINA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","350000","350000"
"2800000","SERGIPE (ESTADO)","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3100000","MINAS GERAIS (ESTADO)","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","2353032942,91","2353032942,91"
"3300000","RIO DE JANEIRO (ESTADO)","10 - SAÚDE","301 - ATENÇÃO BÁSICA","463468603,6","463468603,6"
"9000000","NACIONAL","10 - SAÚDE","541 - PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL","3039010,45","3039010,45"
"2311603","REDENÇÃO - CE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3300605","BOM JESUS DO ITABAPOANA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2706703","PENEDO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","100000","100000"
"4301404","ARVOREZINHA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","100000","100000"
"2211001","TERESINA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3300000","RIO DE JANEIRO (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","67768990,34","67768990,34"
"2926608","RIBEIRA DO POMBAL","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1400000","RORAIMA (ESTADO)","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","3162148,28","3162148,28"
"5000000","MATO GROSSO DO SUL (ESTADO)","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","354008757,51","354008757,51"
"4316808","SANTA CRUZ DO SUL","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","400000","400000"
"1600204","CALÇOENE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2500000","PARAÍBA (ESTADO)","10 - SAÚDE","301 - ATENÇÃO BÁSICA","270798827,04","270798827,04"
"1600709","TARTARUGALZINHO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","300000","300000"
"2303709","CAUCAIA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3125705","FELIXLÂNDIA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","229000","229000"
"3505500","BARRETOS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","3525100","3525100"
"3200000","ESPÍRITO SANTO (ESTADO)","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","900000","900000"
"2300000","CEARÁ (ESTADO)","10 - SAÚDE","301 - ATENÇÃO BÁSICA","404117197,4","404117197,4"
"1500000","PARÁ (ESTADO)","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2504603","CONDE - PB","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2500000","PARAÍBA (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","16911739,68","16911739,68"
"4100000","PARANÁ (ESTADO)","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"5102504","CÁCERES","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2800000","SERGIPE (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","9861000","9861000"
"2600000","PERNAMBUCO (ESTADO)","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","65259649","65259649"
"1600000","AMAPÁ (ESTADO)","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","17384203","17384203"
"2910404","ENCRUZILHADA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3304409","RIO CLARO - RJ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","112145,65","112145,65"
"2100000","MARANHÃO (ESTADO)","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3123304","DORES DO TURVO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","220000","220000"
"2925501","PRADO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","300000","300000"
"3129103","GURINHATÃ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"5300000","DISTRITO FEDERAL (ESTADO)","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","39330079","39330079"
"2408102","NATAL","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","330000","330000"
"3300407","BARRA MANSA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","450000","450000"
"9000000","NACIONAL","10 - SAÚDE","845 - OUTRAS TRANSFERÊNCIAS","0","0"
"2100000","MARANHÃO (ESTADO)","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","44449145,23","44449145,23"
"3305133","SÃO JOSÉ DE UBÁ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"9000000","NACIONAL","10 - SAÚDE","242 - ASSISTÊNCIA AO PORTADOR DE DEFICIÊNCIA","1369789,39","1369789,39"
"3302700","MARICÁ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3203163","LARANJA DA TERRA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3548708","SÃO BERNARDO DO CAMPO","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"4103602","CAMBARÁ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","100000","100000"
"2607109","INGAZEIRA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3304508","RIO DAS FLORES","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3525904","JUNDIAÍ","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"9000000","NACIONAL","10 - SAÚDE","363 - ENSINO PROFISSIONAL","0","0"
"3202702","ITAGUAÇU","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"5002605","CAMAPUÃ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","150000","150000"
"3101102","AIMORÉS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","196230","196230"
"3304904","SÃO GONÇALO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","400000","400000"
"3301306","CASIMIRO DE ABREU","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"1700000","TOCANTINS (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","10404000","10404000"
"4314407","PELOTAS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"1600000","AMAPÁ (ESTADO)","10 - SAÚDE","301 - ATENÇÃO BÁSICA","34654361,65","34654361,65"
"1505304","ORIXIMINÁ","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"1504307","MARACANÃ","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"2906501","CANDEIAS - BA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3121902","DIVINÉSIA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3304003","PIRAÍ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1400000","RORAIMA (ESTADO)","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","400000","400000"
"1300000","AMAZONAS (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","30856914,01","30856914,01"
"3140506","MARTINHO CAMPOS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2708402","SÃO JOSÉ DA TAPERA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"5200000","GOIÁS (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","27009500","27009500"
"4127502","TIBAGI","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"9500000","REGIÃO CENTRO OESTE","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","911820","911820"
"3546405","SANTA CRUZ DO RIO PARDO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","299690","299690"
"1300102","ANORI","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2408102","NATAL","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","200000","200000"
"3303401","NOVA FRIBURGO","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2910800","FEIRA DE SANTANA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3301702","DUQUE DE CAXIAS","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","1000000","1000000"
"2913507","IGUAÍ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"4200000","SANTA CATARINA (ESTADO)","10 - SAÚDE","304 - VIGILÂNCIA SANITÁRIA","4793794","4793794"
"4124103","SANTO ANTÔNIO DA PLATINA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","400000","400000"
"2105302","IMPERATRIZ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"5204607","CAMPESTRE DE GOIÁS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3305133","SÃO JOSÉ DE UBÁ","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"2614501","SURUBIM","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","700000","700000"
"5211602","IVOLÂNDIA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","120000","120000"
"2515401","SERIDÓ","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","300000","300000"
"1302702","MANICORÉ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3303856","PATY DO ALFERES","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"5211206","ITAPURANGA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","100000","100000"
"2411007","RODOLFO FERNANDES","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"2700000","ALAGOAS (ESTADO)","10 - SAÚDE","301 - ATENÇÃO BÁSICA","177608807","177608807"
"3301702","DUQUE DE CAXIAS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2913507","IGUAÍ","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","200000","200000"
"2932002","UAUÁ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","133934,88","133934,88"
"3518404","GUARATINGUETÁ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","500000","500000"
"3550407","SÃO PEDRO - SP","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3304557","RIO DE JANEIRO","10 - SAÚDE","572 - DESENVOLVIMENTO TECNOLÓGICO E ENGENHARIA","13800000","13800000"
"1718204","PORTO NACIONAL","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","1000000","1000000"
"3170800","VÁRZEA DA PALMA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"5300000","DISTRITO FEDERAL (ESTADO)","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3545605","SANTA ADÉLIA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2801603","CEDRO DE SÃO JOÃO","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"5217104","PIRACANJUBA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3133303","ITAOBIM","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4314605","PIRATINI","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3537008","PEDREGULHO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2804458","NOSSA SENHORA APARECIDA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1503200","IGARAPÉ-AÇU","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3531803","MONTE MOR","10 - SAÚDE","301 - ATENÇÃO BÁSICA","150000","150000"
"2802908","ITABAIANA - SE","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","380000","380000"
"4117701","PALMEIRA - PR","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"3205150","VILA PAVÃO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","250000","250000"
"3511508","CERQUILHO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","100000","100000"
"3133105","ITANHANDU","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","150000","150000"
"3124005","ERVÁLIA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","400000","400000"
"2910503","ENTRE RIOS - BA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2409308","PATU","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","100000","100000"
"2614501","SURUBIM","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2201408","BARRO DURO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2611606","RECIFE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3203908","NOVA VENÉCIA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","300000","300000"
"3302270","JAPERI","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3302270","JAPERI","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","400000","400000"
"1503309","IGARAPÉ-MIRI","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"4106902","CURITIBA","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"2917607","JAGUAQUARA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2603702","CANHOTINHO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2612208","SALGUEIRO","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2906808","CANSANÇÃO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2929503","SÃO SEBASTIÃO DO PASSÉ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1200302","FEIJÓ","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"3150570","PINTÓPOLIS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2801405","CARIRA","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"3500709","AGUDOS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","230325","230325"
"3514106","DOIS CÓRREGOS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3133808","ITAÚNA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","100000","100000"
"3551207","SARUTAIÁ","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","260000","260000"
"2705804","OLHO D'ÁGUA DO CASADO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2703403","JACARÉ DOS HOMENS","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"4111803","JACAREZINHO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","256000","256000"
"2612703","SANTA MARIA DO CAMBUCÁ","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"2502607","IGARACY","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","200000","200000"
"5221403","TRINDADE - GO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"4314407","PELOTAS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","900000","900000"
"3305802","TERESÓPOLIS","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"3131703","ITABIRA","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"4105805","COLOMBO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","341000","341000"
"2903201","BARREIRAS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3301009","CAMPOS DOS GOYTACAZES","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","250000","250000"
"2501005","ARARUNA - PB","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","300000","300000"
"2506905","ITABAIANA - PB","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3527306","LOUVEIRA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","200000","200000"
"3303005","MIRACEMA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2805406","POÇO REDONDO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3522653","ITAPIRAPUÃ PAULISTA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2918308","JITAÚNA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3132701","ITAMBACURI","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","100000","100000"
"1200450","SENADOR GUIOMARD","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2611705","RIACHO DAS ALMAS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","300000","300000"
"2906204","CANARANA - BA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3522406","ITAPEVA - SP","10 - SAÚDE","301 - ATENÇÃO BÁSICA","700000","700000"
"2803500","LAGARTO","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","970000","970000"
"2604601","CONDADO - PE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3305901","TRAJANO DE MORAIS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3300209","ARARUAMA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3203700","MUNIZ FREIRE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3554607","TIMBURI","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4213609","PORTO UNIÃO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","200000","200000"
"3306107","VALENÇA - RJ","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"3535804","PARANAPANEMA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3538709","PIRACICABA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","400000","400000"
"2800605","BARRA DOS COQUEIROS","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3200000","ESPÍRITO SANTO (ESTADO)","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3300233","ARMAÇÃO DOS BÚZIOS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"1502707","CONCEIÇÃO DO ARAGUAIA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2606200","GOIANA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3128006","GUANHÃES","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2709004","TANQUE D'ARCA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3302452","MACUCO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3305604","SILVA JARDIM","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"2614501","SURUBIM","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","150000","150000"
"1200104","BRASILÉIA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3304805","SÃO FIDÉLIS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1507508","SÃO JOÃO DO ARAGUAIA","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"4317301","SANTA VITÓRIA DO PALMAR","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"4311403","LAJEADO - RS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","500000","500000"
"2807204","SIRIRI","10 - SAÚDE","301 - ATENÇÃO BÁSICA","150000","150000"
"1600600","SANTANA - AP","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2100477","ALTO ALEGRE DO PINDARÉ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3104908","BAEPENDI","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3157252","SANTA BÁRBARA DO LESTE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2500403","ALAGOA NOVA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","140000","140000"
"3157807","SANTA LUZIA - MG","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3300100","ANGRA DOS REIS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3112208","CAPELA NOVA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","229166","229166"
"2910057","DIAS D'ÁVILA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3300902","CAMBUCI","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3153202","PRESIDENTE JUSCELINO - MG","10 - SAÚDE","301 - ATENÇÃO BÁSICA","40000","40000"
"3201902","DOMINGOS MARTINS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3530003","MIRA ESTRELA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"4205407","FLORIANÓPOLIS","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"1600402","MAZAGÃO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3107802","BOM JESUS DO GALHO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
