"Localidade (Cod)";"Localidade";"Função (Cod/Desc)";"Subfunção (Cod/Desc)";"Despesa Executada (Favorecido)";"Despesa Executada (Subelemento)"
"2900000";"BAHIA (ESTADO)";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"1338011384,48";"1338011384,48"
"1100106";"GUAJARÁ-MIRIM";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"1300000";"AMAZONAS (ESTADO)";"10 - SAÚDE";"304 - VIGILÂNCIA SANITÁRIA";"1977594,67";"1977594,67"
"NÃO INFORMADO";"NÃO INFORMADO";"16 - HABITAÇÃO";"451 - INFRA-ESTRUTURA URBANA";"127402600";"127402600"
"3201506";"COLATINA";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"2601201";"ARCOVERDE";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"1200401";"RIO BRANCO - AC";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"100000";"100000"
"2706307";"PALMEIRA DOS ÍNDIOS";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"5200000";"GOIÁS (ESTADO)";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"3537107";"PEDREIRA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"110000";"110000"
"3200201";"ALEGRE";"16 - HABITAÇÃO";"482 - HABITAÇÃO URBANA";"300000";"300000"
"4309506";"GUARANI DAS MISSÕES";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"1716703";"COLMÉIA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2309409";"NOVO ORIENTE";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3550308";"SÃO PAULO";"16 - HABITAÇÃO";"451 - INFRA-ESTRUTURA URBANA";"0";"0"
"1508159";"URUARÁ";"17 - SANEAMENTO";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3305554";"SEROPÉDICA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"450000";"450000"
"2207009";"OEIRAS";"16 - HABITAÇÃO";"482 - HABITAÇÃO URBANA";"0";"0"
"1100080";"COSTA MARQUES";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3304904";"SÃO GONÇALO";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"3302056";"ITALVA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2801009";"CAMPO DO BRITO";"16 - HABITAÇÃO";"451 - INFRA-ESTRUTURA URBANA";"0";"0"
"3136652";"JUATUBA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"150000";"150000"
"1714302";"NAZARÉ - TO";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3302403";"MACAÉ";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3156700";"SABARÁ";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"4320008";"SAPUCAIA DO SUL";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2807600";"UMBAÚBA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3202108";"ECOPORANGA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3506102";"BEBEDOURO";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"3547809";"SANTO ANDRÉ - SP";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"3304300";"RIO BONITO";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"200000";"200000"
"3514106";"DOIS CÓRREGOS";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"40000";"40000"
"2511905";"PITIMBU";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3139805";"MAR DE ESPANHA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3161403";"SÃO FRANCISCO DO GLÓRIA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2700706";"BATALHA - AL";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"2605152";"DORMENTES";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"1100205";"PORTO VELHO";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"3300159";"APERIBÉ";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2920106";"MAIRI";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"200000";"200000"
"4112959";"JURANDA";"10 - SAÚDE";"303 - SUPORTE PROFILÁTICO E TERAPÊUTICO";"100000";"100000"
"2806206";"SALGADO";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3303609";"PARACAMBI";"10 - SAÚDE";"303 - SUPORTE PROFILÁTICO E TERAPÊUTICO";"0";"0"
"3202801";"ITAPEMIRIM";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"2108900";"POÇÃO DE PEDRAS";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3154457";"RIACHINHO - MG";"10 - SAÚDE";"303 - SUPORTE PROFILÁTICO E TERAPÊUTICO";"0";"0"
"1301704";"HUMAITÁ - AM";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"1600279";"LARANJAL DO JARI";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3302106";"ITAOCARA";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"1100064";"COLORADO DO OESTE";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"300000";"300000"
"9300000";"REGIÃO SUDESTE";"17 - SANEAMENTO";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"1501204";"BAIÃO";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3534401";"OSASCO";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"1502939";"DOM ELISEU";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"3200805";"BAIXO GUANDU";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2608909";"LIMOEIRO";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2300507";"ALCÂNTARAS";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3301603";"DUAS BARRAS";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2105302";"IMPERATRIZ";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"3135209";"JANUÁRIA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2804508";"NOSSA SENHORA DA GLÓRIA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3156452";"ROSÁRIO DA LIMEIRA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2702553";"ESTRELA DE ALAGOAS";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"200000";"200000"
"5003108";"CORGUINHO";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"3501004";"ALTINÓPOLIS";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2612554";"SANTA FILOMENA - PE";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3301900";"ITABORAÍ";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"2922508";"NAZARÉ - BA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"1302801";"MARAÃ";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2106904";"MONÇÃO";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"0";"0"
"3516309";"FRANCISCO MORATO";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2705507";"MURICI";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3305307";"SÃO SEBASTIÃO DO ALTO";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2106102";"LORETO";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"0";"0"
"2503506";"CACIMBA DE DENTRO";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2306504";"ITAPIÚNA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3302056";"ITALVA";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"4303400";"CAIÇARA - RS";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"0";"0"
"2804805";"NOSSA SENHORA DO SOCORRO";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"4200000";"SANTA CATARINA (ESTADO)";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"6403047,26";"6403047,26"
"2806305";"SANTA LUZIA DO ITANHY";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3554102";"TAUBATÉ";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"1400000";"RORAIMA (ESTADO)";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"32437931";"32437931"
"2600000";"PERNAMBUCO (ESTADO)";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"20634816,37";"20634816,37"
"2611606";"RECIFE";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"7996400";"7996400"
"4314902";"PORTO ALEGRE";"10 - SAÚDE";"273 - PREVIDÊNCIA COMPLEMENTAR";"406581,93";"406581,93"
"1600535";"PORTO GRANDE";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"900000";"900000"
"2606507";"IATI";"16 - HABITAÇÃO";"482 - HABITAÇÃO URBANA";"0";"0"
"2500000";"PARAÍBA (ESTADO)";"10 - SAÚDE";"304 - VIGILÂNCIA SANITÁRIA";"2423911,66";"2423911,66"
"1200385";"PLÁCIDO DE CASTRO";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"400000";"400000"
"1100000";"RONDÔNIA (ESTADO)";"10 - SAÚDE";"303 - SUPORTE PROFILÁTICO E TERAPÊUTICO";"6550628,6";"6550628,6"
"3149101";"PEDRALVA";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"100000";"100000"
"3547809";"SANTO ANDRÉ - SP";"16 - HABITAÇÃO";"451 - INFRA-ESTRUTURA URBANA";"1170000";"1170000"
"3203320";"MARATAIZES";"17 - SANEAMENTO";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"9300000";"REGIÃO SUDESTE";"17 - SANEAMENTO";"512 - SANEAMENTO BÁSICO URBANO";"2199713";"2199713"
"1400050";"ALTO ALEGRE - RR";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"6150000";"6150000"
"2500000";"PARAÍBA (ESTADO)";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"3201803";"DIVINO DE SÃO LOURENÇO";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"9500000";"REGIÃO CENTRO OESTE";"16 - HABITAÇÃO";"451 - INFRA-ESTRUTURA URBANA";"0";"0"
"2400000";"RIO GRANDE DO NORTE (ESTADO)";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"1505064";"NOVO REPARTIMENTO";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"1709500";"GURUPI";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"800000";"800000"
"2309904";"PACUJÁ";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"1715705";"PALMEIRANTE";"16 - HABITAÇÃO";"482 - HABITAÇÃO URBANA";"100000";"100000"
"3304201";"RESENDE";"17 - SANEAMENTO";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3501608";"AMERICANA";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"2926608";"RIBEIRA DO POMBAL";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3550407";"SÃO PEDRO - SP";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"5002902";"CASSILÂNDIA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"4202008";"BALNEÁRIO CAMBORIÚ";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"9000000";"NACIONAL";"16 - HABITAÇÃO";"212 - COOPERAÇÃO INTERNACIONAL";"0";"0"
"4202131";"BELA VISTA DO TOLDO";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3163003";"SÃO JOSÉ DA SAFIRA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2708402";"SÃO JOSÉ DA TAPERA";"16 - HABITAÇÃO";"451 - INFRA-ESTRUTURA URBANA";"0";"0"
"3550209";"SÃO MIGUEL ARCANJO";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"2200000";"PIAUÍ (ESTADO)";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"2805406";"POÇO REDONDO";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"200000";"200000"
"3524501";"JACI";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2602308";"BONITO - PE";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2913309";"ICHU";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"1302207";"JURUÁ";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"5103205";"COLÍDER";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3202009";"DORES DO RIO PRETO";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"4120002";"PORECATU";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"5002951";"CHAPADÃO DO SUL";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"1301704";"HUMAITÁ - AM";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"3303955";"PINHEIRAL";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3300100";"ANGRA DOS REIS";"10 - SAÚDE";"303 - SUPORTE PROFILÁTICO E TERAPÊUTICO";"0";"0"
"4124053";"SANTA TEREZINHA DE ITAIPU";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"5107909";"SINOP";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3201704";"CONCEIÇÃO DO CASTELO";"16 - HABITAÇÃO";"482 - HABITAÇÃO URBANA";"0";"0"
"3548005";"SANTO ANTÔNIO DE POSSE";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3135209";"JANUÁRIA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2604700";"CORRENTES";"16 - HABITAÇÃO";"482 - HABITAÇÃO URBANA";"0";"0"
"3554102";"TAUBATÉ";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"3110103";"CAIANA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3300902";"CAMBUCI";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"0";"0"
"3301207";"CARMO";"16 - HABITAÇÃO";"451 - INFRA-ESTRUTURA URBANA";"0";"0"
"3101508";"ALÉM PARAÍBA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3115300";"CATAGUASES";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3549805";"SÃO JOSÉ DO RIO PRETO";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"252645";"252645"
"2304707";"GRANJA";"17 - SANEAMENTO";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3103801";"ARAPUÁ";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"0";"0"
"1503457";"IPIXUNA DO PARÁ";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"1702554";"AUGUSTINÓPOLIS";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"4108957";"GUAMIRANGA";"10 - SAÚDE";"303 - SUPORTE PROFILÁTICO E TERAPÊUTICO";"100000";"100000"
"1200385";"PLÁCIDO DE CASTRO";"10 - SAÚDE";"303 - SUPORTE PROFILÁTICO E TERAPÊUTICO";"0";"0"
"3549706";"SÃO JOSÉ DO RIO PARDO";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3155207";"RIO ESPERA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"239000";"239000"
"2802106";"ESTÂNCIA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2927408";"SALVADOR";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"4127965";"TURVO - PR";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"1721000";"PALMAS - TO";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"710000";"710000"
"2703809";"JOAQUIM GOMES";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"3514908";"ELIAS FAUSTO";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3201308";"CARIACICA";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"3304151";"QUISSAMÃ";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2515971";"SOBRADO";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3167905";"TABULEIRO";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3510203";"CAPÃO BONITO";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2105401";"ITAPECURU MIRIM";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2611101";"PETROLINA";"10 - SAÚDE";"303 - SUPORTE PROFILÁTICO E TERAPÊUTICO";"0";"0"
"2918001";"JEQUIÉ";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"2906824";"CANUDOS";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"3112604";"CAPINÓPOLIS";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"1301654";"GUAJARÁ";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"1500107";"ABAETETUBA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2602209";"BOM JARDIM - PE";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2611101";"PETROLINA";"17 - SANEAMENTO";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2931905";"TUCANO";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2803906";"MALHADOR";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3103108";"ANTÔNIO PRADO DE MINAS";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"5101605";"BARÃO DE MELGAÇO";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"0";"0"
"3124104";"ESMERALDAS";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"2614857";"TAMANDARÉ";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3508801";"CAFELÂNDIA - SP";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"1503507";"IRITUIA";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"0";"0"
"9000000";"NACIONAL";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"614732638,43";"614732638,43"
"2100000";"MARANHÃO (ESTADO)";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"498191897,29";"498191897,29"
"4127502";"TIBAGI";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"0";"0"
"4111803";"JACAREZINHO";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"150000";"150000"
"4209003";"JOAÇABA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"9000000";"NACIONAL";"10 - SAÚDE";"845 - OUTRAS TRANSFERÊNCIAS";"28373357,33";"28373357,33"
"3500000";"SAO PAULO (ESTADO)";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"0";"0"
"4321634";"TRÊS ARROIOS";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"350000";"350000"
"1200000";"ACRE (ESTADO)";"17 - SANEAMENTO";"512 - SANEAMENTO BÁSICO URBANO";"29717827,7";"29717827,7"
"3170800";"VÁRZEA DA PALMA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"300000";"300000"
"4200000";"SANTA CATARINA (ESTADO)";"10 - SAÚDE";"304 - VIGILÂNCIA SANITÁRIA";"3973338,44";"3973338,44"
"2600000";"PERNAMBUCO (ESTADO)";"17 - SANEAMENTO";"512 - SANEAMENTO BÁSICO URBANO";"95494068,72";"95494068,72"
"2604601";"CONDADO - PE";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"300000";"300000"
"2804102";"MOITA BONITA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3303005";"MIRACEMA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"100000";"100000"
"3305505";"SAQUAREMA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"1100122";"JI-PARANÁ";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"3544301";"ROSEIRA";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"3107802";"BOM JESUS DO GALHO";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2500000";"PARAÍBA (ESTADO)";"10 - SAÚDE";"305 - VIGILÂNCIA EPIDEMIOLÓGICA";"16223780,14";"16223780,14"
"1503200";"IGARAPÉ-AÇU";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"3504800";"BÁLSAMO";"10 - SAÚDE";"303 - SUPORTE PROFILÁTICO E TERAPÊUTICO";"100000";"100000"
"3524303";"JABOTICABAL";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"2313500";"TRAIRI";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"1700000";"TOCANTINS (ESTADO)";"10 - SAÚDE";"305 - VIGILÂNCIA EPIDEMIOLÓGICA";"10404000";"10404000"
"2304400";"FORTALEZA";"16 - HABITAÇÃO";"482 - HABITAÇÃO URBANA";"0";"0"
"3533007";"NOVA GRANADA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"4205407";"FLORIANÓPOLIS";"16 - HABITAÇÃO";"451 - INFRA-ESTRUTURA URBANA";"0";"0"
"2804607";"NOSSA SENHORA DAS DORES";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
"2704302";"MACEIÓ";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3202702";"ITAGUAÇU";"16 - HABITAÇÃO";"482 - HABITAÇÃO URBANA";"0";"0"
"1200302";"FEIJÓ";"16 - HABITAÇÃO";"482 - HABITAÇÃO URBANA";"400000";"400000"
"3301702";"DUQUE DE CAXIAS";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3516705";"GARÇA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2709004";"TANQUE D'ARCA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"200000";"200000"
"2906501";"CANDEIAS - BA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"2114007";"ZÉ DOCA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"250000";"250000"
"3518404";"GUARATINGUETÁ";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"180000";"180000"
"2901007";"AMARGOSA";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"4311403";"LAJEADO - RS";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"600000";"600000"
"1200138";"BUJARI";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"4307450";"ESPERANÇA DO SUL";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"4314753";"POÇO DAS ANTAS";"10 - SAÚDE";"511 - SANEAMENTO BÁSICO RURAL";"0";"0"
"3155801";"RIO POMBA";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"100000";"100000"
"1200500";"SENA MADUREIRA";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"300000";"300000"
"5210406";"ITABERAÍ";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2801504";"CARMÓPOLIS";"10 - SAÚDE";"846 - OUTROS ENCARGOS ESPECIAIS";"0";"0"
"3203700";"MUNIZ FREIRE";"10 - SAÚDE";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3505500";"BARRETOS";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"100000";"100000"
"2311264";"QUITERIANÓPOLIS";"10 - SAÚDE";"301 - ATENÇÃO BÁSICA";"0";"0"
"2612208";"SALGUEIRO";"17 - SANEAMENTO";"512 - SANEAMENTO BÁSICO URBANO";"0";"0"
"3552403";"SUMARÉ";"17 - SANEAMENTO";"512 - SANEAMENTO BÁSICO URBANO";"300000";"300000"
"2905206";"CAETITÉ";"10 - SAÚDE";"302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL";"0";"0"
