"Localidade (Cod)","Localidade","Função (Cod/Desc)","Subfunção (Cod/Desc)","Despesa Executada (Favorecido)","Despesa Executada (Subelemento)"
"3541000","PRAIA GRANDE","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3300000","RIO DE JANEIRO (ESTADO)","10 - SAÚDE","301 - ATENÇÃO BÁSICA","346741776","346741776"
"1100000","RONDÔNIA (ESTADO)","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","11113269,28","11113269,28"
"4100000","PARANÁ (ESTADO)","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"9000000","NACIONAL","10 - SAÚDE","364 - ENSINO SUPERIOR","144043937,13","144043937,13"
"3304904","SÃO GONÇALO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"4111803","JACAREZINHO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3157005","SALINAS","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4314035","PARECI NOVO","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"4106902","CURITIBA","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","2503750","2503750"
"5001508","BANDEIRANTES","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3304557","RIO DE JANEIRO","10 - SAÚDE","572 - DESENVOLVIMENTO TECNOLÓGICO E ENGENHARIA","10363063,45","10363063,45"
"4200000","SANTA CATARINA (ESTADO)","10 - SAÚDE","422 - DIREITOS INDIVIDUAIS, COLETIVOS E DIFUSOS","0","0"
"3300100","ANGRA DOS REIS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2100000","MARANHÃO (ESTADO)","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","467038266,99","467038266,99"
"3301009","CAMPOS DOS GOYTACAZES","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"9000000","NACIONAL","10 - SAÚDE","541 - PRESERVAÇÃO E CONSERVAÇÃO AMBIENTAL","4048302,76","4048302,76"
"2100000","MARANHÃO (ESTADO)","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","3606","3606"
"1400000","RORAIMA (ESTADO)","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","2014207","2014207"
"1700000","TOCANTINS (ESTADO)","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","6549212,77","6549212,77"
"9000000","NACIONAL","10 - SAÚDE","845 - OUTRAS TRANSFERÊNCIAS","27222072,29","27222072,29"
"3305752","TANGUÁ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","270000","270000"
"5200000","GOIÁS (ESTADO)","16 - HABITAÇÃO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"1500000","PARÁ (ESTADO)","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"5300000","DISTRITO FEDERAL (ESTADO)","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","2386784","2386784"
"1200500","SENA MADUREIRA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3305133","SÃO JOSÉ DE UBÁ","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3304904","SÃO GONÇALO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1600600","SANTANA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2500000","PARAÍBA (ESTADO)","10 - SAÚDE","301 - ATENÇÃO BÁSICA","208579156,91","208579156,91"
"2703403","JACARÉ DOS HOMENS","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","195000","195000"
"3149952","PERIQUITO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2706901","PILAR","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3303203","NILÓPOLIS","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2800670","BOQUIM","16 - HABITAÇÃO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"9500000","REGIÃO CENTRO OESTE","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","3723742,67","3723742,67"
"3300000","RIO DE JANEIRO (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","60969809","60969809"
"2911907","IAÇU","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"1503309","IGARAPÉ-MIRI","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"4200000","SANTA CATARINA (ESTADO)","10 - SAÚDE","304 - VIGILÂNCIA SANITÁRIA","4170786","4170786"
"2310803","PEREIRO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3548500","SANTOS","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3300000","RIO DE JANEIRO (ESTADO)","10 - SAÚDE","122 - ADMINISTRAÇÃO GERAL","326106638,8","326106638,8"
"3305901","TRAJANO DE MORAIS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"4106902","CURITIBA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"1716703","COLMÉIA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"5300000","DISTRITO FEDERAL (ESTADO)","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","30834295,14","30834295,14"
"1400000","RORAIMA (ESTADO)","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"3202207","FUNDÃO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1600000","AMAPÁ (ESTADO)","10 - SAÚDE","301 - ATENÇÃO BÁSICA","23944000","23944000"
"3300902","CAMBUCI","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3133808","ITAÚNA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3160801","SÃO BENTO ABADE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"5000000","MATO GROSSO DO SUL (ESTADO)","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","262380924,61","262380924,61"
"2300000","CEARÁ (ESTADO)","10 - SAÚDE","301 - ATENÇÃO BÁSICA","300630804","300630804"
"4320404","SERAFINA CORRÊA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"4106902","CURITIBA","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"5200308","ALEXÂNIA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3300100","ANGRA DOS REIS","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3136306","JOÃO PINHEIRO","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2505352","DAMIÃO","16 - HABITAÇÃO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3537404","PEREIRA BARRETO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3304003","PIRAÍ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","135000","135000"
"3503307","ARARAS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3542206","RANCHARIA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2800000","SERGIPE (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","7923695","7923695"
"1700000","TOCANTINS (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","8429191","8429191"
"3200000","ESPÍRITO SANTO (ESTADO)","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3300407","BARRA MANSA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2608701","LAGOA DOS GATOS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","225000","225000"
"2908101","COCOS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3528205","MACEDÔNIA","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"2615102","TEREZINHA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2301406","ARATUBA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2800605","BARRA DOS COQUEIROS","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"1200427","RODRIGUES ALVES","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3200000","ESPÍRITO SANTO (ESTADO)","16 - HABITAÇÃO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"4316808","SANTA CRUZ DO SUL","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3305802","TERESÓPOLIS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2605103","CUSTÓDIA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","180000","180000"
"1304302","URUCARÁ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"4205407","FLORIANÓPOLIS","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","250000","250000"
"5213707","MONTES CLAROS DE GOIÁS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"1507508","SÃO JOÃO DO ARAGUAIA","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","150000","150000"
"5002704","CAMPO GRANDE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","450000","450000"
"2700000","ALAGOAS (ESTADO)","10 - SAÚDE","301 - ATENÇÃO BÁSICA","132810000","132810000"
"2800000","SERGIPE (ESTADO)","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","5972955,64","5972955,64"
"5205471","CHAPADÃO DO CÉU","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3513801","DIADEMA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"5200000","GOIÁS (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","23310823","23310823"
"3513801","DIADEMA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","270000","270000"
"3300209","ARARUAMA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"1300000","AMAZONAS (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","25898475","25898475"
"3510401","CAPIVARI","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2700000","ALAGOAS (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","12488529","12488529"
"3125200","FAMA","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2100000","MARANHÃO (ESTADO)","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2931400","TEODORO SAMPAIO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"9000000","NACIONAL","10 - SAÚDE","363 - ENSINO PROFISSIONAL","0","0"
"2800308","ARACAJU","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","7650000","7650000"
"3516705","GARÇA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"4107801","FLORAÍ","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"4300000","RIO GRANDE DO SUL (ESTADO)","10 - SAÚDE","128 - FORMAÇÃO DE RECURSOS HUMANOS","0","0"
"2911303","GENTIO DO OURO","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3550407","SÃO PEDRO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","90000","90000"
"1302405","LÁBREA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","180000","180000"
"4204202","CHAPECÓ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3117801","CONCEIÇÃO DOS OUROS","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3306107","VALENÇA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3301702","DUQUE DE CAXIAS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2913507","IGUAÍ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3553104","TAIAÇU","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2304400","FORTALEZA","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","448500","448500"
"1200138","BUJARI","10 - SAÚDE","301 - ATENÇÃO BÁSICA","225000","225000"
"2604205","CATENDE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","270000","270000"
"2211001","TERESINA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2612554","SANTA FILOMENA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2706109","OURO BRANCO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3302700","MARICÁ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3302452","MACUCO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3543402","RIBEIRÃO PRETO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"1507755","SAPUCAIA","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"5220504","SERRANÓPOLIS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","135000","135000"
"2933307","VITÓRIA DA CONQUISTA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3550902","SÃO SIMÃO","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3300605","BOM JESUS DO ITABAPOANA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2612208","SALGUEIRO","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3168507","TEIXEIRAS","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"4300000","RIO GRANDE DO SUL (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","28270266","28270266"
"3526902","LIMEIRA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3545605","SANTA ADÉLIA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","108000","108000"
"3547601","SANTA ROSA DE VITERBO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3128006","GUANHÃES","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3554201","TEJUPÁ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4209102","JOINVILLE","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3165800","SENADOR JOSÉ BENTO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2610905","PESQUEIRA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3203908","NOVA VENÉCIA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","90000","90000"
"5004700","IVINHEMA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","360000","360000"
"3200706","ATILIO VIVACQUA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2512747","RIACHÃO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"5002704","CAMPO GRANDE","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3300209","ARARUAMA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3502101","ANDRADINA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"9200000","REGIÃO NORDESTE","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3547908","SANTO ANTÔNIO DA ALEGRIA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","270000","270000"
"1502772","CURIONÓPOLIS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2600000","PERNAMBUCO (ESTADO)","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1300839","CAAPIRANGA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"5217401","PIRES DO RIO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3549706","SÃO JOSÉ DO RIO PARDO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"4102406","BANDEIRANTES","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"1200104","BRASILÉIA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","225000","225000"
"2932101","UBAÍRA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1500859","ANAPU","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3527009","LINDÓIA","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"4215455","SANGÃO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","117000","117000"
"3541406","PRESIDENTE PRUDENTE","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"1200179","CAPIXABA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","315000","315000"
"2408102","NATAL","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","90000","90000"
"5212501","LUZIÂNIA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3303005","MIRACEMA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"5208905","GOIÁS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2501005","ARARUNA","16 - HABITAÇÃO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"4314753","POÇO DAS ANTAS","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"2929503","SÃO SEBASTIÃO DO PASSÉ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","405000","405000"
"3168705","TIMÓTEO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"5205497","CIDADE OCIDENTAL","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3202702","ITAGUAÇU","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"1504307","MARACANÃ","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3548708","SÃO BERNARDO DO CAMPO","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","800000","800000"
"2700805","BELÉM","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"3205002","SERRA","16 - HABITAÇÃO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2603306","CALÇADO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2306009","IRACEMA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","126000","126000"
"2910800","FEIRA DE SANTANA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3525904","JUNDIAÍ","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2312908","SOBRAL","17 - SANEAMENTO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"4117453","OURO VERDE DO OESTE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3157500","SANTA EFIGÊNIA DE MINAS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3165404","SAPUCAÍ-MIRIM","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2708402","SÃO JOSÉ DA TAPERA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2703304","INHAPI","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3513603","CUNHA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2616209","VERTENTES","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"2703304","INHAPI","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"3549102","SÃO JOÃO DA BOA VISTA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3505500","BARRETOS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","81000","81000"
"2106755","MIRANDA DO NORTE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4316006","ROLANTE","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"2927408","SALVADOR","17 - SANEAMENTO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2514701","SÃO JOSÉ DO SABUGI","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3518602","GUARIBA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3203700","MUNIZ FREIRE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2613404","SÃO JOSÉ DA COROA GRANDE","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","292500","292500"
"2931350","TEIXEIRA DE FREITAS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3302270","JAPERI","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3205200","VILA VELHA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2801504","CARMÓPOLIS","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2917607","JAGUAQUARA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3302452","MACUCO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3514106","DOIS CÓRREGOS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","180000","180000"
"1503200","IGARAPÉ-AÇU","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3107802","BOM JESUS DO GALHO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2312809","SENADOR SÁ","16 - HABITAÇÃO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2601201","ARCOVERDE","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"2511608","PILÕES","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1505064","NOVO REPARTIMENTO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1500859","ANAPU","10 - SAÚDE","301 - ATENÇÃO BÁSICA","225000","225000"
"3556107","VALENTIM GENTIL","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3503356","ARCO-ÍRIS","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"1715002","NOVA ROSALÂNDIA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4318465","SÃO JOSÉ DO HERVAL","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"2303709","CAUCAIA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","585000","585000"
"3304508","RIO DAS FLORES","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","135000","135000"
"3146305","PADRE PARAÍSO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4204459","CORONEL MARTINS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3304409","RIO CLARO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3549409","SÃO JOAQUIM DA BARRA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3159506","SANTA RITA DO ITUETO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3503158","ARAPEÍ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2910800","FEIRA DE SANTANA","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"4200000","SANTA CATARINA (ESTADO)","10 - SAÚDE","573 - DIFUSÃO DO CONHECIMENTO CIENTÍFICO E TECNOLÓGICO","0","0"
"3104908","BAEPENDI","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3302056","ITALVA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3300100","ANGRA DOS REIS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"4316105","RONDA ALTA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2923605","PARAMIRIM","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","250000","250000"
"2933059","VÁRZEA DA ROÇA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3523602","ITIRAPINA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3154606","RIBEIRÃO DAS NEVES","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3538709","PIRACICABA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3518404","GUARATINGUETÁ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"5005707","NAVIRAÍ","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3530003","MIRA ESTRELA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2931301","TAPIRAMUTÁ","16 - HABITAÇÃO","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3150570","PINTÓPOLIS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","270000","270000"
"2603108","CACHOEIRINHA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","270000","270000"
"3552502","SUZANO","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"2202901","CORRENTE","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2805406","POÇO REDONDO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2806800","SÃO DOMINGOS","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"5102504","CÁCERES","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2609006","MACAPARANA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","495000","495000"
"1200708","XAPURI","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2305407","ICÓ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
