"Localidade (Cod)","Localidade","Função (Cod/Desc)","Subfunção (Cod/Desc)","Despesa Executada (Favorecido)","Despesa Executada (Subelemento)"
"1200401","RIO BRANCO - AC","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3156106","RITÁPOLIS","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"3503505","AREIAS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3165503","SARDOÁ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"5220686","SIMOLÂNDIA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3201506","COLATINA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1100106","GUAJARÁ-MIRIM","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3304508","RIO DAS FLORES","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3557105","VOTUPORANGA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","800000","800000"
"1503606","ITAITUBA","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","250000","250000"
"2925709","PRESIDENTE JÂNIO QUADROS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3135704","JEQUITIBÁ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3304151","QUISSAMÃ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2701902","CHÃ PRETA","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"2504009","CAMPINA GRANDE","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1500107","ABAETETUBA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2612109","SALGADINHO - PE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"5100300","ALTO ARAGUAIA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2400000","RIO GRANDE DO NORTE (ESTADO)","10 - SAÚDE","301 - ATENÇÃO BÁSICA","200127200","200127200"
"3548708","SÃO BERNARDO DO CAMPO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","16297852","16297852"
"3550308","SÃO PAULO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2613503","SÃO JOSÉ DO BELMONTE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3300407","BARRA MANSA","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","200000","200000"
"3136702","JUIZ DE FORA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","400000","400000"
"4100000","PARANÁ (ESTADO)","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","1300000","1300000"
"1200000","ACRE (ESTADO)","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","94242222,71","94242222,71"
"1508308","VISEU","10 - SAÚDE","301 - ATENÇÃO BÁSICA","180000","180000"
"5300000","DISTRITO FEDERAL (ESTADO)","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","10197867","10197867"
"1500503","ALMEIRIM","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2708600","SÃO MIGUEL DOS CAMPOS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3301009","CAMPOS DOS GOYTACAZES","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3162005","SÃO GONÇALO DO SAPUCAÍ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4105904","COLORADO - PR","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2306108","IRAUÇUBA","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"4209102","JOINVILLE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1600600","SANTANA - AP","10 - SAÚDE","301 - ATENÇÃO BÁSICA","300000","300000"
"2703700","JARAMATAIA","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","150000","150000"
"4316451","SALTO DO JACUÍ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","100000","100000"
"5200258","ÁGUAS LINDAS DE GOIÁS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1508100","TUCURUÍ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","200000","200000"
"3146503","PAINS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1501006","AVEIRO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","100000","100000"
"3155306","RIO MANSO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3552809","TABOÃO DA SERRA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2605103","CUSTÓDIA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2104552","GOVERNADOR EDISON LOBÃO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4202305","BIGUAÇU","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","100000","100000"
"5213053","MIMOSO DE GOIÁS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4314902","PORTO ALEGRE","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"2304509","FRECHEIRINHA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4205902","GASPAR","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3104205","ARCOS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3554102","TAUBATÉ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2201960","BRASILEIRA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2609402","MORENO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"5005400","MARACAJU","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3551009","SÃO VICENTE - SP","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"5006408","PEDRO GOMES","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2606101","GLÓRIA DO GOITÁ","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3100000","MINAS GERAIS (ESTADO)","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","2653480041,36","2653480041,36"
"2300000","CEARÁ (ESTADO)","10 - SAÚDE","301 - ATENÇÃO BÁSICA","414507250","414507250"
"3300902","CAMBUCI","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"5000000","MATO GROSSO DO SUL (ESTADO)","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","388506025,97","388506025,97"
"3136702","JUIZ DE FORA","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3107109","BOA ESPERANÇA - MG","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","200000","200000"
"5217104","PIRACANJUBA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3304904","SÃO GONÇALO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","100000","100000"
"2604205","CATENDE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2100000","MARANHÃO (ESTADO)","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2929255","SÃO GABRIEL - BA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3305554","SEROPÉDICA","17 - SANEAMENTO","512 - SANEAMENTO BÁSICO URBANO","200000","200000"
"3305703","SUMIDOURO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4103602","CAMBARÁ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2504603","CONDE - PB","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2903201","BARREIRAS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"5101902","BRASNORTE","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3551207","SARUTAIÁ","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"3511508","CERQUILHO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2910404","ENCRUZILHADA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2101301","BACURI","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3202256","GOVERNADOR LINDENBERG","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1600402","MAZAGÃO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3303906","PETRÓPOLIS","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","800000","800000"
"3112208","CAPELA NOVA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","350000","350000"
"2614501","SURUBIM","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","150000","150000"
"3505203","BARIRI","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","150000","150000"
"3554607","TIMBURI","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2513356","SANTA INÊS - PB","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3514106","DOIS CÓRREGOS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2931350","TEIXEIRA DE FREITAS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3162500","SÃO JOÃO DEL REI","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","200000","200000"
"2804458","NOSSA SENHORA APARECIDA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2513901","SÃO BENTO - PB","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3150570","PINTÓPOLIS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1303205","NOVO AIRÃO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"1400100","BOA VISTA - RR","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"3132701","ITAMBACURI","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"2100808","ANAPURUS","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3538709","PIRACICABA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3527306","LOUVEIRA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4125605","SÃO MATEUS DO SUL","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"5200308","ALEXÂNIA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"5217401","PIRES DO RIO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3300000","RIO DE JANEIRO (ESTADO)","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","2945625159,94","2945625159,94"
"9000000","NACIONAL","10 - SAÚDE","306 - ALIMENTAÇÃO E NUTRIÇÃO","180624468,58","180624468,58"
"2200000","PIAUÍ (ESTADO)","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"1200344","MANOEL URBANO","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3100000","MINAS GERAIS (ESTADO)","10 - SAÚDE","301 - ATENÇÃO BÁSICA","909997000","909997000"
"3306305","VOLTA REDONDA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","1400000","1400000"
"3304755","SÃO FRANCISCO DE ITABAPOANA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","1000000","1000000"
"3127701","GOVERNADOR VALADARES","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"1300000","AMAZONAS (ESTADO)","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"2700000","ALAGOAS (ESTADO)","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","994000","994000"
"2504009","CAMPINA GRANDE","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","3600000","3600000"
"3537107","PEDREIRA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","250000","250000"
"1300060","AMATURÁ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","500000","500000"
"NÃO INFORMADO","NÃO INFORMADO","10 - SAÚDE","305 - VIGILÂNCIA EPIDEMIOLÓGICA","0","0"
"3154408","RESSAQUINHA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3303500","NOVA IGUAÇU","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3202405","GUARAPARI","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","200000","200000"
"4200000","SANTA CATARINA (ESTADO)","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","1300000","1300000"
"3142205","MIRAÍ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","200000","200000"
"3517406","GUAÍRA - SP","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","150000","150000"
"1200450","SENADOR GUIOMARD","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3518305","GUARAREMA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2901106","AMÉLIA RODRIGUES","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2601300","BARRA DE GUABIRABA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3528502","MAIRIPORÃ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2307304","JUAZEIRO DO NORTE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3300704","CABO FRIO","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"4307807","ESTRELA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","200000","200000"
"3537701","PIACATU","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3301207","CARMO","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","250000","250000"
"3143906","MURIAÉ","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","3000000","3000000"
"2103703","CURURUPU","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2701407","CAMPO ALEGRE - AL","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3518701","GUARUJÁ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2615300","TIMBAÚBA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","200000","200000"
"2914703","ITABERABA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2404853","ITAJÁ - RN","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3506102","BEBEDOURO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1502400","CASTANHAL","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2605905","GAMELEIRA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2916401","ITAPETINGA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2909307","CORRENTINA","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"2405900","JOÃO DIAS","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"5215207","NOVO BRASIL","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"4321808","TRÊS DE MAIO","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"4313607","PAIM FILHO","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"2904852","CABACEIRAS DO PARAGUAÇU","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2801009","CAMPO DO BRITO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3300936","CARAPEBUS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1100809","CANDEIAS DO JAMARI","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2300000","CEARÁ (ESTADO)","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","1094097071,07","1094097071,07"
"9000000","NACIONAL","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","859477663,61","859477663,61"
"2607901","JABOATÃO DOS GUARARAPES","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","1550000","1550000"
"5107701","ROSÁRIO OESTE","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"2613107","SÃO CAITANO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","100000","100000"
"2911907","IAÇU","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"1600000","AMAPÁ (ESTADO)","10 - SAÚDE","364 - ENSINO SUPERIOR","200000","200000"
"1100940","CUJUBIM","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4218202","TIMBÓ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","200000","200000"
"3551009","SÃO VICENTE - SP","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"2310951","PIRES FERREIRA","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"1400282","IRACEMA - RR","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"2701001","BOCA DA MATA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","500000","500000"
"2903300","BARRO PRETO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","150000","150000"
"2309706","PACATUBA - CE","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3505203","BARIRI","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3128402","GUARANI","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3556503","VÁRZEA PAULISTA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3539202","PIRAPOZINHO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2506400","GURINHÉM","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2104057","ESTREITO","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"3125952","FERVEDOURO","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"1400100","BOA VISTA - RR","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2200000","PIAUÍ (ESTADO)","10 - SAÚDE","122 - ADMINISTRAÇÃO GERAL","0","0"
"3301306","CASIMIRO DE ABREU","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3527108","LINS","10 - SAÚDE","846 - OUTROS ENCARGOS ESPECIAIS","0","0"
"3200805","BAIXO GUANDU","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2609600","OLINDA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"4317004","SANTANA DA BOA VISTA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","100000","100000"
"2704005","JUNQUEIRO","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"1301654","GUAJARÁ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3300159","APERIBÉ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","600000","600000"
"2902609","BAIXA GRANDE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","300000","300000"
"4314209","PEDRO OSÓRIO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2505238","CUITÉ DE MAMANGUAPE","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3101508","ALÉM PARAÍBA","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"3551801","SETE BARRAS","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3202009","DORES DO RIO PRETO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2701308","CAJUEIRO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3550605","SÃO ROQUE","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2914208","IRAJUBA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","300000","300000"
"3300803","CACHOEIRAS DE MACACU","10 - SAÚDE","301 - ATENÇÃO BÁSICA","600000","600000"
"1502772","CURIONÓPOLIS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","1600000","1600000"
"3305208","SÃO PEDRO DA ALDEIA","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","0","0"
"3550308","SÃO PAULO","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","775000","775000"
"5200000","GOIÁS (ESTADO)","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","799113226,9","799113226,9"
"2700000","ALAGOAS (ESTADO)","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","29156420","29156420"
"1702109","ARAGUAÍNA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3303302","NITERÓI","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","1150000","1150000"
"2905701","CAMAÇARI","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2800000","SERGIPE (ESTADO)","10 - SAÚDE","303 - SUPORTE PROFILÁTICO E TERAPÊUTICO","23438864","23438864"
"1508100","TUCURUÍ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","500000","500000"
"3202702","ITAGUAÇU","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3302908","MIGUEL PEREIRA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3548005","SANTO ANTÔNIO DE POSSE","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3104502","ARINOS","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","243750","243750"
"3124609","ESTRELA DALVA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","250000","250000"
"1502103","CAMETÁ","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2600000","PERNAMBUCO (ESTADO)","10 - SAÚDE","304 - VIGILÂNCIA SANITÁRIA","6198094","6198094"
"1200203","CRUZEIRO DO SUL - AC","10 - SAÚDE","301 - ATENÇÃO BÁSICA","450000","450000"
"3305604","SILVA JARDIM","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3527108","LINS","10 - SAÚDE","301 - ATENÇÃO BÁSICA","150000","150000"
"4108601","GOIOERÊ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","100000","100000"
"4202057","BALNEÁRIO BARRA DO SUL","10 - SAÚDE","301 - ATENÇÃO BÁSICA","400000","400000"
"3531407","MONTE APRAZÍVEL","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"5005251","LAGUNA CARAPÃ","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"2604155","CASINHAS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2703809","JOAQUIM GOMES","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2505279","CURRAL DE CIMA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"4307708","ESTEIO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","150000","150000"
"3552551","SUZANÁPOLIS","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2915007","ITAETÉ","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3300225","AREAL","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"4314035","PARECI NOVO","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2910701","EUCLIDES DA CUNHA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2806602","SANTO AMARO DAS BROTAS","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"2413805","TABOLEIRO GRANDE","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"4119608","PITANGA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3159902","SANTO ANTÔNIO DO AMPARO","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","150000","150000"
"2309904","PACUJÁ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"2500205","AGUIAR","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","0","0"
"2927408","SALVADOR","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"3132503","ITAMARANDIBA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
"3302700","MARICÁ","16 - HABITAÇÃO","451 - INFRA-ESTRUTURA URBANA","0","0"
"2908309","CONCEIÇÃO DO ALMEIDA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","0","0"
"2503308","CACHOEIRA DOS ÍNDIOS","10 - SAÚDE","511 - SANEAMENTO BÁSICO RURAL","0","0"
"3552403","SUMARÉ","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3202603","ICONHA","10 - SAÚDE","512 - SANEAMENTO BÁSICO URBANO","500000","500000"
"4104402","CÂNDIDO DE ABREU","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","400000","400000"
"1505031","NOVO PROGRESSO","10 - SAÚDE","301 - ATENÇÃO BÁSICA","250000","250000"
"3306305","VOLTA REDONDA","10 - SAÚDE","301 - ATENÇÃO BÁSICA","0","0"
"3306305","VOLTA REDONDA","16 - HABITAÇÃO","482 - HABITAÇÃO URBANA","400000","400000"
"3302205","ITAPERUNA","10 - SAÚDE","302 - ASSISTÊNCIA HOSPITALAR E AMBULATORIAL","0","0"
