"";"COD6D";"COD7D";"Município";"population.Homens";"icsap_n.Homens";"it_n.Homens";"icsap_prop.Homens";"icsap_rate.Homens";"population.Mulheres";"icsap_n.Mulheres";"it_n.Mulheres";"icsap_prop.Mulheres";"icsap_rate.Mulheres";"icsap_prop_ratio";"icsap_rate_ratio"
"8193";"411340";"4113403";"Leópolis (PR)";2054;48;134;0,358208955223881;233,690360272639;2091;35;138;0,253623188405797;167,384026781444;0,708031400966184;0,716264147935597
"8195";"411342";"4113429";"Lidianópolis (PR)";1962;61;151;0,403973509933775;310,907237512742;2011;71;143;0,496503496503497;353,058180009945;1,2290496388857;1,13557401504838
"8197";"411345";"4113452";"Lindoeste (PR)";2792;108;279;0,387096774193548;386,819484240688;2569;113;241;0,468879668049793;439,859867652783;1,2112724757953;1,13711921341349
"8199";"411350";"4113502";"Loanda (PR)";10447;229;721;0,317614424410541;219,201684694171;10754;228;667;0,341829085457271;212,014134275618;1,07623917298992;0,967210332217199
"8201";"411360";"4113601";"Lobato (PR)";2234;10;91;0,10989010989011;44,762757385855;2167;13;84;0,154761904761905;59,9907706506691;1,40833333333333;1,34019381633595
"8203";"411370";"4113700";"Londrina (PR)";243059;2079;12599;0,165013096277482;85,5347878498636;263642;2048;11538;0,177500433350667;77,6810978523907;1,07567482433144;0,908181335397029
"8205";"411373";"4113734";"Luiziana (PR)";3736;13;116;0,112068965517241;34,796573875803;3579;22;140;0,157142857142857;61,469684269349;1,4021978021978;1,76654415715606
"8207";"411375";"4113759";"Lunardelli (PR)";2559;100;293;0,341296928327645;390,777647518562;2601;147;324;0,453703703703704;565,167243367935;1,32935185185185;1,44626297577855
"8209";"411380";"4113809";"Lupionópolis (PR)";2261;17;89;0,191011235955056;75,187969924812;2331;20;76;0,263157894736842;85,8000858000858;1,37770897832817;1,14114114114114
"8211";"411390";"4113908";"Mallet (PR)";6699;168;526;0,319391634980989;250,783699059561;6274;203;582;0,348797250859107;323,557539050048;1,09206758304696;1,29018568696207
"8213";"411400";"4114005";"Mamborê (PR)";6947;37;322;0,114906832298137;53,2604001727364;7014;38;208;0,182692307692308;54,1773595665811;1,58991683991684;1,01721653218659
"8215";"411410";"4114104";"Mandaguaçu (PR)";9853;195;624;0,3125;197,909266213336;9928;161;593;0,27150084317032;162,167606768735;0,868802698145025;0,819403809996074
"8217";"411420";"4114203";"Mandaguari (PR)";16035;365;1437;0,254001391788448;227,627065793577;16623;381;1437;0,265135699373695;229,200505323949;1,04383561643836;1,00691235695055
"8219";"411430";"4114302";"Mandirituba (PR)";11315;196;816;0,240196078431373;173,221387538665;10905;234;895;0,26145251396648;214,580467675378;1,08849618059514;1,23876428150352
"8221";"411435";"4114351";"Manfrinópolis (PR)";1680;13;97;0,134020618556701;77,3809523809524;1447;11;95;0,115789473684211;76,0193503800968;0,863967611336032;0,982403912604327
"8223";"411440";"4114401";"Mangueirinha (PR)";8439;235;640;0,3671875;278,469012916222;8609;296;729;0,406035665294925;343,826228365664;1,10579925867554;1,2347019324161
"8225";"411450";"4114500";"Manoel Ribas (PR)";6527;166;390;0,425641025641026;254,328175271947;6642;232;389;0,596401028277635;349,292381812707;1,40118313872456;1,37339239523587
"8227";"411460";"4114609";"Marechal Cândido Rondon (PR)";22833;537;1629;0,329650092081031;235,185915122848;23986;593;1575;0,376507936507937;247,227549403819;1,14214418728385;1,05120049078909
"8229";"411470";"4114708";"Maria Helena (PR)";2993;18;95;0,189473684210526;60,1403274306716;2963;31;106;0,292452830188679;104,623692203847;1,54350104821803;1,7396595042562
"8231";"411480";"4114807";"Marialva (PR)";15795;711;1500;0,474;450,14245014245;16164;789;1520;0,519078947368421;488,121752041574;1,09510326449034;1,08437174029489
"8233";"411490";"4114906";"Marilândia do Sul (PR)";4500;59;254;0,232283464566929;131,111111111111;4363;52;289;0,179930795847751;119,184047673619;0,774617324497097;0,909030872086925
"8235";"411500";"4115002";"Marilena (PR)";3533;100;319;0,313479623824451;283,045570336824;3325;118;327;0,36085626911315;354,887218045113;1,15113149847095;1,25381654135338
"8237";"411510";"4115101";"Mariluz (PR)";5113;53;234;0,226495726495726;103,657344025034;5111;38;210;0,180952380952381;74,3494423791822;0,798921832884097;0,717261696008978
"8239";"411520";"4115200";"Maringá (PR)";171724;1870;10135;0,184509126788357;108,895669795719;185353;1759;9464;0,185862214708369;94,9000016185333;1,00733344709589;0,871476357109145
"8241";"411530";"4115309";"Mariópolis (PR)";3116;104;227;0,458149779735683;333,761232349166;3152;96;178;0,539325842696629;304,568527918782;1,1771823681936;0,912534166341273
"8243";"411535";"4115358";"Maripá (PR)";2840;114;270;0,422222222222222;401,408450704225;2844;125;282;0,443262411347518;439,521800281294;1,0498320268757;1,0949490463148
"8245";"411540";"4115408";"Marmeleiro (PR)";6909;372;768;0,484375;538,428137212332;6991;477;935;0,510160427807487;682,305821770848;1,05323443160255;1,26721798995021
"8247";"411545";"4115457";"Marquinho (PR)";2612;126;338;0,372781065088757;482,388973966309;2369;120;335;0,358208955223881;506,542845082313;0,96090973702914;1,05007135821826
"8249";"411550";"4115507";"Marumbi (PR)";2288;56;171;0,327485380116959;244,755244755245;2315;48;129;0,372093023255814;207,343412526998;1,13621262458472;0,847145942610306
"8251";"411560";"4115606";"Matelândia (PR)";7968;451;936;0,481837606837607;566,0140562249;8110;497;1150;0,432173913043478;612,823674475956;0,896928564542562;1,08270045193446
"8253";"411570";"4115705";"Matinhos (PR)";14335;121;544;0,222426470588235;84,4087896756191;15093;105;586;0,179180887372014;69,568674219837;0,805573576284095;0,82418755780278
"8255";"411573";"4115739";"Mato Rico (PR)";2029;52;181;0,287292817679558;256,283883686545;1789;51;124;0,411290322580645;285,075461151481;1,43160669975186;1,11234252053145
"8257";"411575";"4115754";"Mauá da Serra (PR)";4361;61;266;0,229323308270677;139,876175189177;4194;67;231;0,29004329004329;159,752026704816;1,26477893691008;1,14209604665525
"8259";"411580";"4115804";"Medianeira (PR)";20567;446;1517;0,294001318391562;216,852239023679;21250;593;1787;0,331841074426413;279,058823529412;1,12870607601988;1,28686161962543
"8261";"411585";"4115853";"Mercedes (PR)";2524;33;116;0,28448275862069;130,744849445325;2522;30;105;0,285714285714286;118,953211736717;1,004329004329;0,909811837646889
"8263";"411590";"4115903";"Mirador (PR)";1180;40;89;0,449438202247191;338,983050847458;1147;42;92;0,456521739130435;366,17262423714;1,01576086956522;1,08020924149956
"8265";"411600";"4116000";"Miraselva (PR)";923;8;37;0,216216216216216;86,6738894907909;939;16;40;0,4;170,394036208733;1,85;1,96592119275825
"8267";"411605";"4116059";"Missal (PR)";5269;208;434;0,47926267281106;394,761814386031;5205;231;482;0,479253112033195;443,804034582133;0,999980051069263;1,1242324318333
"8269";"411610";"4116109";"Moreira Sales (PR)";6315;117;376;0,311170212765957;185,273159144893;6291;119;348;0,341954022988506;189,159116197743;1,09892916789469;1,02097420409295
"8271";"411620";"4116208";"Morretes (PR)";7950;161;548;0,293795620437956;202,51572327044;7768;165;497;0,331991951710262;212,409886714727;1,13000987290201;1,04885627290812
"8273";"411630";"4116307";"Munhoz de Melo (PR)";1836;34;116;0,293103448275862;185,185185185185;1836;42;125;0,336;228,758169934641;1,14635294117647;1,23529411764706
"8275";"411640";"4116406";"Nossa Senhora das Graças (PR)";1952;38;162;0,234567901234568;194,672131147541;1884;40;152;0,263157894736842;212,314225053079;1,1218836565097;1,09062465079897
"8277";"411650";"4116505";"Nova Aliança do Ivaí (PR)";718;9;65;0,138461538461538;125,348189415042;713;15;68;0,220588235294118;210,378681626928;1,59313725490196;1,6783543712015
"8279";"411660";"4116604";"Nova América da Colina (PR)";1769;31;109;0,284403669724771;175,240248728095;1709;37;77;0,480519480519481;216,500877706261;1,68956849602011;1,23545178278186
"8281";"411670";"4116703";"Nova Aurora (PR)";5828;331;634;0,522082018927445;567,947838023336;6038;447;726;0,615702479338843;740,31136137794;1,17932136525929;1,30348477767693
"8283";"411680";"4116802";"Nova Cantu (PR)";3757;106;303;0,34983498349835;282,140005323396;3668;145;319;0,454545454545455;395,310796074155;1,29931389365352;1,40111571778358
"8285";"411690";"4116901";"Nova Esperança (PR)";13019;387;1205;0,321161825726141;297,25785390583;13596;405;1207;0,335542667771334;297,881729920565;1,0447775572725;1,00209877050022
"8287";"411695";"4116950";"Nova Esperança do Sudoeste (PR)";2657;57;173;0,329479768786127;214,527662777569;2441;58;179;0,324022346368715;237,607537894306;0,98343624424189;1,10758461085118
"8289";"411700";"4117008";"Nova Fátima (PR)";4034;142;328;0,432926829268293;352,007932573128;4113;165;329;0,501519756838906;401,167031363968;1,1584400017124;1,13965338346637
"8291";"411705";"4117057";"Nova Laranjeiras (PR)";5691;163;420;0,388095238095238;286,417149885785;5550;178;519;0,342967244701349;320,720720720721;0,883719280825561;1,11976786602553
"8293";"411710";"4117107";"Nova Londrina (PR)";6425;246;613;0,401305057096248;382,879377431907;6642;244;537;0,454376163873371;367,359229147847;1,13224629452998;0,959464653363788
"8295";"411720";"4117206";"Nova Olímpia (PR)";2691;62;193;0,321243523316062;230,39762170197;2812;101;225;0,448888888888889;359,174964438122;1,3973476702509;1,55893520855321
"8297";"411721";"4117214";"Nova Santa Bárbara (PR)";1896;57;193;0,295336787564767;300,632911392405;2012;54;134;0,402985074626866;268,389662027833;1,36449332285939;0,892748770534687
"8299";"411722";"4117222";"Nova Santa Rosa (PR)";3791;81;221;0,366515837104072;213,663940912688;3835;96;277;0,346570397111913;250,325945241199;0,945580960021393;1,17158723260418
"8301";"411725";"4117255";"Nova Prata do Iguaçu (PR)";5225;140;457;0,306345733041575;267,942583732057;5152;190;520;0,365384615384615;368,788819875776;1,19271978021978;1,37637255989352
"8303";"411727";"4117271";"Nova Tebas (PR)";3814;160;379;0,422163588390501;419,507079181961;3584;161;341;0,472140762463343;449,21875;1,11838343108504;1,0708251953125
"8305";"411729";"4117297";"Novo Itacolomi (PR)";1485;9;87;0,103448275862069;60,6060606060606;1342;31;70;0,442857142857143;230,998509687034;4,28095238095238;3,81147540983606
"8307";"411730";"4117305";"Ortigueira (PR)";12078;433;1122;0,385918003565062;358,503063421096;11302;540;1132;0,477031802120141;477,79154132012;1,23609626323048;1,33274047022273
"8309";"411740";"4117404";"Ourizona (PR)";1705;19;129;0,147286821705426;111,436950146628;1675;20;111;0,18018018018018;119,402985074627;1,22332859174964;1,07148468185389
"8311";"411745";"4117453";"Ouro Verde do Oeste (PR)";2867;58;152;0,381578947368421;202,302057900244;2825;76;172;0,441860465116279;269,026548672566;1,1579791499599;1,32982606042112
"8313";"411750";"4117503";"Paiçandu (PR)";17822;208;1254;0,165869218500797;116,70968465941;18114;194;939;0,206602768903088;107,09948106437;1,24557630867535;0,917657188235194
"8315";"411760";"4117602";"Palmas (PR)";21183;311;1260;0,246825396825397;146,815842892886;21705;418;1384;0,302023121387283;192,582354296245;1,22363065256584;1,31172733474513
"8317";"411770";"4117701";"Palmeira (PR)";16046;353;1035;0,341062801932367;219,992521500686;16077;488;1221;0,3996723996724;303,539217515706;1,17184400470519;1,37977061876969
"8319";"411780";"4117800";"Palmital (PR)";7513;211;596;0,354026845637584;280,846532676694;7352;230;589;0,390492359932088;312,840043525571;1,10300211620628;1,11391812654389
"8321";"411790";"4117909";"Palotina (PR)";13997;411;935;0,439572192513369;293,634350217904;14686;462;1017;0,454277286135693;314,585319351764;1,03345319352037;1,07135053892132
"8323";"411800";"4118006";"Paraíso do Norte (PR)";5851;213;542;0,392988929889299;364,040334985473;5921;246;588;0,418367346938776;415,470359736531;1,0645779438536;1,14127562198049
"8325";"411810";"4118105";"Paranacity (PR)";5115;116;376;0,308510638297872;226,783968719453;5135;99;287;0,344947735191638;192,794547224927;1,11810645200048;0,850124231944398
"8327";"411820";"4118204";"Paranaguá (PR)";69306;534;2693;0,198291867805421;77,0496060947104;71163;559;2618;0,213521772345302;78,5520565462389;1,07680549237059;1,01949978108495
"8329";"411830";"4118303";"Paranapoema (PR)";1383;34;121;0,28099173553719;245,842371655821;1408;34;120;0,283333333333333;241,477272727273;1,00833333333333;0,982244318181818
"8331";"411840";"4118402";"Paranavaí (PR)";39282;419;2215;0,189164785553047;106,664630110483;42308;410;2219;0,184767913474538;96,9083861208282;0,976756392234133;0,908533466252595
"8333";"411845";"4118451";"Pato Bragado (PR)";2368;65;159;0,408805031446541;274,493243243243;2454;72;175;0,411428571428571;293,398533007335;1,00641758241758;1,06887342486364
"8335";"411850";"4118501";"Pato Branco (PR)";34984;650;2873;0,226244343891403;185,799222501715;37386;772;2865;0,269458987783595;206,49440967207;1,19100872600349;1,1113846812258
"8337";"411860";"4118600";"Paula Freitas (PR)";2802;68;260;0,261538461538462;242,683797287652;2632;64;221;0,289592760180996;243,161094224924;1,10726643598616;1,00196674414447
"8339";"411870";"4118709";"Paulo Frontin (PR)";3633;29;170;0,170588235294118;79,8238370492706;3280;21;142;0,147887323943662;64,0243902439024;0,866925692083536;0,802071068124474
"8341";"411880";"4118808";"Peabiru (PR)";6731;39;301;0,129568106312292;57,9408705987223;6893;38;297;0,127946127946128;55,1283911214275;0,987481654148321;0,951459488816228
"8343";"411885";"4118857";"Perobal (PR)";2825;32;119;0,26890756302521;113,274336283186;2828;28;106;0,264150943396226;99,009900990099;0,982311320754717;0,874071782178218
"8345";"411890";"4118907";"Pérola (PR)";5004;109;303;0,35973597359736;217,825739408473;5204;117;299;0,391304347826087;224,827056110684;1,08775428799362;1,03214182456685
"8347";"411900";"4119004";"Pérola d'Oeste (PR)";3401;58;212;0,273584905660377;170,538077036166;3360;74;243;0,304526748971193;220,238095238095;1,1130977721016;1,29143062397373
"8349";"411910";"4119103";"Piên (PR)";5759;30;300;0,1;52,0923771488106;5477;36;298;0,120805369127517;65,7294139127259;1,20805369127517;1,26178564907796
"8351";"411915";"4119152";"Pinhais (PR)";56809;545;3437;0,158568519057317;95,9355031773134;60199;640;3781;0,169267389579476;106,314058373063;1,0674715926324;1,10818263158079
"8353";"411920";"4119202";"Pinhalão (PR)";3165;105;228;0,460526315789474;331,75355450237;3050;143;271;0,527675276752767;468,852459016393;1,14580917237744;1,41325526932084
"8355";"411925";"4119251";"Pinhal de São Bento (PR)";1369;35;100;0,35;255,661066471877;1256;53;142;0,373239436619718;421,974522292994;1,06639839034205;1,65052320291174
"8357";"411930";"4119301";"Pinhão (PR)";15181;344;909;0,378437843784378;226,599038271524;15027;444;1180;0,376271186440678;295,46815731683;0,994274733937722;1,3039250279729
"8359";"411940";"4119400";"Piraí do Sul (PR)";11620;198;749;0,264352469959947;170,39586919105;11804;228;792;0,287878787878788;193,154862758387;1,0889960208142;1,13356540669316
"8361";"411950";"4119509";"Piraquara (PR)";48194;1068;3932;0,271617497456765;221,604349089098;45013;1695;4549;0,372609364695537;376,557883278164;1,37181649998395;1,6992350774071
"8363";"411960";"4119608";"Pitanga (PR)";16250;377;1468;0,256811989100817;232;16388;527;1517;0,347396176664469;321,576763485477;1,3527256958712;1,38610673916154
"8365";"411965";"4119657";"Pitangueiras (PR)";1441;16;93;0,172043010752688;111,034004163775;1373;18;84;0,214285714285714;131,099781500364;1,24553571428571;1,18071740713765
"8367";"411970";"4119707";"Planaltina do Paraná (PR)";2070;29;145;0,2;140,096618357488;2025;32;149;0,214765100671141;158,024691358025;1,0738255033557;1,127969348659
"8369";"411980";"4119806";"Planalto (PR)";6849;282;807;0,349442379182156;411,73893999124;6805;249;745;0,334228187919463;365,90742101396;0,956461516492932;0,88868791720731
"8371";"411990";"4119905";"Ponta Grossa (PR)";151362;2132;8865;0,240496333897349;140,854375602859;160249;2742;10144;0,270307570977918;171,108712066846;1,12395713729796;1,21479159830497
"8373";"411995";"4119954";"Pontal do Paraná (PR)";10357;62;446;0,139013452914798;59,862894660616;10563;55;436;0,126146788990826;52,0685411341475;0,907443030482391;0,869796581494138
"8375";"412000";"4120002";"Porecatu (PR)";7036;153;471;0,32484076433121;217,453098351336;7153;121;325;0,372307692307692;169,159793093807;1,14612368024133;0,77791392431897
"8377";"412010";"4120101";"Porto Amazonas (PR)";2256;25;95;0,263157894736842;110,815602836879;2258;37;131;0,282442748091603;163,861824623561;1,07328244274809;1,47868910540301
"8379";"412015";"4120150";"Porto Barreiro (PR)";1915;48;173;0,277456647398844;250,65274151436;1748;58;170;0,341176470588235;331,807780320366;1,2296568627451;1,32377479023646
"8381";"412020";"4120200";"Porto Rico (PR)";1284;32;99;0,323232323232323;249,221183800623;1246;46;132;0,348484848484849;369,181380417335;1,078125;1,48134028892456
"8383";"412030";"4120309";"Porto Vitória (PR)";2061;54;232;0,232758620689655;262,008733624454;1959;58;158;0,367088607594937;296,069423175089;1,57712142522269;1,12999829845159
"8385";"412033";"4120333";"Prado Ferreira (PR)";1740;17;78;0,217948717948718;97,7011494252874;1694;27;104;0,259615384615385;159,386068476978;1,19117647058824;1,6313632891173
"8387";"412035";"4120358";"Pranchita (PR)";2816;125;328;0,38109756097561;443,892045454545;2812;143;386;0,370466321243523;508,534850640114;0,972103626943005;1,14562731152205
"8389";"412040";"4120408";"Presidente Castelo Branco (PR)";2455;43;181;0,237569060773481;175,152749490835;2329;67;190;0,352631578947368;287,677114641477;1,4843329253366;1,64243561963913
"8391";"412050";"4120507";"Primeiro de Maio (PR)";5401;30;240;0,125;55,5452693945566;5431;31;234;0,132478632478632;57,0797274903333;1,05982905982906;1,0276253605843
"8393";"412060";"4120606";"Prudentópolis (PR)";24891;619;1828;0,338621444201313;248,684263388373;23901;789;1805;0,437119113573407;330,111710807079;1,29087841617478;1,32743305229386
"8395";"412065";"4120655";"Quarto Centenário (PR)";2391;88;228;0,385964912280702;368,046842325387;2465;97;239;0,405857740585774;393,509127789047;1,05154050969951;1,06918218698138
"8397";"412070";"4120705";"Quatiguá (PR)";3453;165;415;0,397590361445783;477,845351867941;3592;307;628;0,488853503184713;854,67706013363;1,22954062922216;1,78860599311602
"8399";"412080";"4120804";"Quatro Barras (PR)";9955;73;719;0,101529902642559;73,3299849321949;9896;103;748;0,137700534759358;104,08245755861;1,35625595194491;1,41937104793967
"8401";"412085";"4120853";"Quatro Pontes (PR)";1850;43;146;0,294520547945205;232,432432432432;1953;80;148;0,540540540540541;409,626216077829;1,83532369578881;1,76234534824182
"8403";"412090";"4120903";"Quedas do Iguaçu (PR)";15397;509;1084;0,469557195571956;330,583879976619;15208;702;1498;0,468624833110814;461,599158337717;0,99801437935584;1,39631478210724
"8405";"412100";"4121000";"Querência do Norte (PR)";5937;106;371;0,285714285714286;178,541350850598;5792;96;294;0,326530612244898;165,745856353591;1,14285714285714;0,928333159595538
"8407";"412110";"4121109";"Quinta do Sol (PR)";2545;73;189;0,386243386243386;286,836935166994;2543;85;184;0,46195652173913;334,250884781754;1,1960244192972;1,16529931749255
"8409";"412120";"4121208";"Quitandinha (PR)";8837;218;751;0,290279627163782;246,69005318547;8252;270;750;0,36;327,193407658749;1,24018348623853;1,32633401077081
"8411";"412125";"4121257";"Ramilândia (PR)";2124;135;243;0,555555555555556;635,593220338983;2010;146;303;0,481848184818482;726,36815920398;0,867326732673267;1,1428192371476
"8413";"412130";"4121307";"Rancho Alegre (PR)";1953;54;151;0,357615894039735;276,497695852535;2002;43;113;0,380530973451327;214,785214785215;1,06407735168797;0,776806526806527
"8415";"412135";"4121356";"Rancho Alegre D'Oeste (PR)";1414;38;104;0,365384615384615;268,741159830269;1433;39;119;0,327731092436975;272,156315422191;0,896948252985405;1,01270797370257
"8417";"412140";"4121406";"Realeza (PR)";8004;160;596;0,268456375838926;199,900049975013;8334;219;738;0,296747967479675;262,778977681785;1,10538617886179;1,31455183585313
"8419";"412150";"4121505";"Rebouças (PR)";7201;325;797;0,407779171894605;451,326204693793;6975;375;873;0,429553264604811;537,634408602151;1,05339677504626;1,19123242349049
"8421";"412160";"4121604";"Renascença (PR)";3427;50;232;0,21551724137931;145,900204260286;3385;46;202;0,227722772277228;135,89364844904;1,05663366336634;0,931415066469719
"8423";"412170";"4121703";"Reserva (PR)";12926;491;936;0,52457264957265;379,854556707411;12246;609;1040;0,585576923076923;497,305242528173;1,1162932790224;1,30919909672488
"8425";"412175";"4121752";"Reserva do Iguaçu (PR)";3747;35;140;0,25;93,4080597811583;3560;46;160;0,2875;129,213483146067;1,15;1,38332263242376
"8427";"412180";"4121802";"Ribeirão Claro (PR)";5272;143;401;0,356608478802993;271,244309559939;5406;159;421;0,377672209026128;294,117647058824;1,05906682391243;1,08432743726861
"8429";"412190";"4121901";"Ribeirão do Pinhal (PR)";6731;221;580;0,381034482758621;328,331600059427;6793;270;583;0,463121783876501;397,467981745915;1,21543273596548;1,21056877155283
"8431";"412200";"4122008";"Rio Azul (PR)";7340;273;599;0,45575959933222;371,934604904632;6753;304;605;0,502479338842975;450,170294683844;1,10250961160052;1,21034797178733
"8433";"412210";"4122107";"Rio Bom (PR)";1742;21;105;0,2;120,551090700344;1592;15;81;0,185185185185185;94,2211055276382;0,925925925925926;0,781586503948313
"8435";"412215";"4122156";"Rio Bonito do Iguaçu (PR)";7059;103;436;0,236238532110092;145,913018841196;6602;131;444;0,295045045045045;198,424719781884;1,24892854019068;1,35988358926245
"8437";"412217";"4122172";"Rio Branco do Ivaí (PR)";1962;33;106;0,311320754716981;168,195718654434;1936;12;53;0,226415094339623;61,9834710743802;0,727272727272727;0,368519909842224
"8439";"412220";"4122206";"Rio Branco do Sul (PR)";15546;307;1505;0,203986710963455;197,478451048501;15104;337;1817;0,18547055586131;223,119703389831;0,909228620753327;1,12984329280075
"8441";"412230";"4122305";"Rio Negro (PR)";15570;173;820;0,210975609756098;111,111111111111;15704;203;1061;0,191328934967012;129,266428935303;0,906877032791619;1,16339786041773
"8443";"412240";"4122404";"Rolândia (PR)";28459;313;1652;0,189467312348668;109,982782248146;29403;342;1472;0,232336956521739;116,314661769207;1,2262640644534;1,05757155248878
"8445";"412250";"4122503";"Roncador (PR)";5823;226;507;0,445759368836292;388,116091361841;5714;292;582;0,501718213058419;511,025551277564;1,12553599124167;1,31668220579171
"8447";"412260";"4122602";"Rondon (PR)";4564;133;408;0,325980392156863;291,411042944785;4432;154;450;0,342222222222222;347,472924187726;1,04982456140351;1,19238077142314
"8449";"412265";"4122651";"Rosário do Ivaí (PR)";2831;72;247;0,291497975708502;254,327092900035;2757;118;295;0,4;428,001450852376;1,37222222222222;1,68287792689316
"8451";"412270";"4122701";"Sabáudia (PR)";3051;38;178;0,213483146067416;124,549328089151;3045;34;161;0,211180124223602;111,658456486043;0,989212160836875;0,896499870365569
"8453";"412280";"4122800";"Salgado Filho (PR)";2248;10;90;0,111111111111111;44,4839857651246;2155;3;96;0,03125;13,9211136890951;0,28125;0,312946635730858
"8455";"412290";"4122909";"Salto do Itararé (PR)";2614;34;106;0,320754716981132;130,068859984698;2564;29;103;0,281553398058252;113,104524180967;0,877784123358081;0,869574194732495
"8457";"412300";"4123006";"Salto do Lontra (PR)";6941;142;492;0,288617886178862;204,581472410316;6748;188;537;0,350093109869646;278,60106698281;1,21299866236525;1,36180986332935
"8459";"412310";"4123105";"Santa Amélia (PR)";1906;64;177;0,361581920903955;335,781741867786;1897;75;169;0,443786982248521;395,361096468108;1,22734837278107;1,17743476541908
"8461";"412320";"4123204";"Santa Cecília do Pavão (PR)";1804;44;134;0,328358208955224;243,90243902439;1842;48;150;0,32;260,586319218241;0,974545454545455;1,06840390879479
"8463";"412330";"4123303";"Santa Cruz de Monte Castelo (PR)";4051;64;274;0,233576642335766;157,985682547519;4041;51;228;0,223684210526316;126,206384558278;0,957648026315789;0,798846974758723
"8465";"412340";"4123402";"Santa Fé (PR)";5118;242;500;0,484;472,84095349746;5314;314;542;0,579335793357934;590,89198343997;1,19697477966515;1,24966329390321
"8467";"412350";"4123501";"Santa Helena (PR)";11506;268;791;0,338811630847029;232,921953763254;11907;424;942;0,450106157112527;356,093054505753;1,32848496371645;1,52880846460567
"8469";"412360";"4123600";"Santa Inês (PR)";927;42;97;0,43298969072165;453,074433656958;891;49;99;0,494949494949495;549,943883277217;1,14309764309764;1,21380471380471
"8471";"412370";"4123709";"Santa Isabel do Ivaí (PR)";4387;131;387;0,338501291989664;298,609528151356;4373;148;397;0,3727959697733;338,440429910816;1,10131328475013;1,13338791299141
"8473";"412380";"4123808";"Santa Izabel do Oeste (PR)";6628;94;471;0,199575371549894;141,822570911285;6504;137;512;0,267578125;210,639606396064;1,34073720079787;1,48523330977991
"8475";"412382";"4123824";"Santa Lúcia (PR)";1959;109;190;0,573684210526316;556,406329760082;1966;109;178;0,612359550561798;554,42522889115;1,06741573033708;0,996439471007121
"8477";"412385";"4123857";"Santa Maria do Oeste (PR)";5913;367;591;0,620981387478849;620,666328428885;5587;482;731;0,6593707250342;862,717021657419;1,06182043186706;1,38998521772761
"8479";"412390";"4123907";"Santa Mariana (PR)";6171;107;371;0,288409703504043;173,391670717874;6264;102;286;0,356643356643357;162,835249042146;1,23658584406248;0,939118057793533
"8481";"412395";"4123956";"Santa Mônica (PR)";1843;41;112;0,366071428571429;222,463374932176;1728;35;103;0,339805825242718;202,546296296296;0,928250059199621;0,910470302619693
"8483";"412400";"4124004";"Santana do Itararé (PR)";2643;42;138;0,304347826086957;158,910329171396;2606;44;121;0,363636363636364;168,841135840368;1,19480519480519;1,06249314768118
"8485";"412402";"4124020";"Santa Tereza do Oeste (PR)";5248;20;261;0,0766283524904215;38,109756097561;5084;21;216;0,0972222222222222;41,3060582218725;1,26875;1,08387096774194
"8487";"412405";"4124053";"Santa Terezinha de Itaipu (PR)";10197;63;518;0,121621621621622;61,7828773168579;10644;68;419;0,162291169451074;63,8857572341225;1,33439405993105;1,03403661351801
"8489";"412410";"4124103";"Santo Antônio da Platina (PR)";21003;530;1841;0,287887017925041;252,34490310908;21704;610;1892;0,322410147991543;281,054183560634;1,11991902349515;1,11377000326868
"8491";"412420";"4124202";"Santo Antônio do Caiuá (PR)";1346;31;89;0,348314606741573;230,312035661218;1381;19;63;0,301587301587302;137,581462708182;0,865847414234511;0,597369834855528
"8493";"412430";"4124301";"Santo Antônio do Paraíso (PR)";1200;5;40;0,125;41,6666666666667;1208;14;46;0,304347826086957;115,894039735099;2,43478260869565;2,78145695364238
"8495";"412440";"4124400";"Santo Antônio do Sudoeste (PR)";9265;306;633;0,483412322274882;330,275229357798;9628;325;715;0,454545454545455;337,557125051932;0,940285204991087;1,02204796196279
"8497";"412450";"4124509";"Santo Inácio (PR)";2663;156;261;0,597701149425287;585,80548253849;2606;251;380;0,660526315789474;963,161933998465;1,10511133603239;1,64416681425507
"8499";"412460";"4124608";"São Carlos do Ivaí (PR)";3254;59;219;0,269406392694064;181,315304240934;3100;63;229;0,275109170305677;203,225806451613;1,02116793723633;1,12084199015856
"8501";"412470";"4124707";"São Jerônimo da Serra (PR)";5846;126;355;0,354929577464789;215,531987683886;5491;148;328;0,451219512195122;269,531961391368;1,27129307007356;1,25054273515392
"8503";"412480";"4124806";"São João (PR)";5240;150;445;0,337078651685393;286,259541984733;5359;251;504;0,498015873015873;468,370964732226;1,47744708994709;1,63617590346458
"8505";"412490";"4124905";"São João do Caiuá (PR)";2925;33;130;0,253846153846154;112,820512820513;2986;26;168;0,154761904761905;87,073007367716;0,60966810966811;0,771783474395665
"8507";"412500";"4125001";"São João do Ivaí (PR)";5678;259;515;0,502912621359223;456,146530468475;5847;342;542;0,6309963099631;584,915341200616;1,25468378235906;1,28229702985988
"8509";"412510";"4125100";"São João do Triunfo (PR)";7208;180;478;0,376569037656904;249,722530521643;6496;168;432;0,388888888888889;258,620689655172;1,03271604938272;1,03563218390805
"8511";"412520";"4125209";"São Jorge d'Oeste (PR)";4546;145;370;0,391891891891892;318,961724593049;4539;184;390;0,471794871794872;405,375633399427;1,20389036251105;1,27092250305779
